Open Time,Open,High,Low,Close,Volume,Taker Buy Base Volume,Taker Buy Quote Volume
2023-06-30 17:00:00,30400.54,30748.08,30376.59,30455.8,7105.03666,3696.46528,112929391.0154832
2023-06-30 18:00:00,30455.79,30536.01,30288.01,30359.99,3610.6343,1766.47389,53694758.6641462
2023-06-30 19:00:00,30359.99,30474.52,30329.24,30372.36,1503.93831,764.24521,23235772.6206551
2023-06-30 20:00:00,30372.37,30520.0,30366.95,30397.54,1602.03567,751.37956,22867142.9284044
2023-06-30 21:00:00,30397.54,30480.0,30340.46,30479.56,1011.13651,515.1353,15671980.4045944
2023-06-30 22:00:00,30479.57,30529.99,30461.39,30476.68,801.0476,382.33959,11659539.0341584
2023-06-30 23:00:00,30476.68,30544.44,30461.14,30472.0,760.58818,391.29867,11932721.9820708
2023-07-01 00:00:00,30471.99,30534.74,30420.0,30469.83,1244.96393,583.42618,17789578.9203638
2023-07-01 01:00:00,30469.82,30484.31,30380.51,30447.78,1182.24313,548.10204,16683160.2385348
2023-07-01 02:00:00,30447.77,30530.64,30390.33,30420.85,871.56148,439.93886,13397033.947653
2023-07-01 03:00:00,30420.84,30444.0,30375.85,30398.01,709.27222,248.73089,7562857.0567548
2023-07-01 04:00:00,30398.02,30417.62,30320.57,30389.15,1296.90923,529.70642,16086176.9064396
2023-07-01 05:00:00,30389.16,30430.0,30389.15,30429.36,552.16204,299.46401,9106375.7061105
2023-07-01 06:00:00,30429.36,30472.69,30402.08,30450.26,793.49398,312.1276,9498778.8399534
2023-07-01 07:00:00,30450.27,30460.0,30408.04,30459.88,642.95309,324.66128,9881202.2044422
2023-07-01 08:00:00,30459.87,30472.22,30420.77,30441.7,635.03827,286.96415,8737949.0236519
2023-07-01 09:00:00,30441.71,30465.87,30434.21,30441.23,532.45943,150.56611,4584702.046349
2023-07-01 10:00:00,30441.23,30491.88,30429.84,30469.98,705.69164,294.97755,8986803.8180385
2023-07-01 11:00:00,30469.98,30600.0,30469.97,30523.02,902.55496,449.66194,13726288.4983505
2023-07-01 12:00:00,30523.02,30635.51,30503.94,30564.01,1072.75591,503.64219,15398865.294268
2023-07-01 13:00:00,30564.0,30639.01,30539.59,30565.26,972.95195,458.0564,14006767.3772368
2023-07-01 14:00:00,30565.26,30617.45,30531.22,30608.52,828.04518,425.72566,13016013.1430297
2023-07-01 15:00:00,30608.52,30661.6,30541.17,30572.58,927.53367,503.36639,15400340.9796574
2023-07-01 16:00:00,30572.59,30600.0,30543.99,30572.0,707.56992,359.05241,10974894.8439452
2023-07-01 17:00:00,30572.0,30593.38,30550.0,30573.86,543.45309,286.52569,8761405.6253027
2023-07-01 18:00:00,30573.85,30611.88,30568.32,30608.87,355.70229,197.62464,6045706.9549908
2023-07-01 19:00:00,30608.86,30633.92,30596.97,30609.51,633.6956,308.1937,9435306.0125414
2023-07-01 20:00:00,30609.51,30612.68,30579.96,30582.58,359.54499,146.96456,4496887.28862
2023-07-01 21:00:00,30582.59,30603.81,30570.01,30584.65,299.67901,123.67822,3782365.8490773
2023-07-01 22:00:00,30584.66,30606.88,30548.88,30577.64,392.93086,172.77835,5283986.7789674
2023-07-01 23:00:00,30577.65,30598.0,30561.14,30585.9,338.58488,148.20352,4531701.5964873
2023-07-02 00:00:00,30585.9,30649.99,30548.0,30575.77,816.85629,376.16487,11506254.4093697
2023-07-02 01:00:00,30575.77,30600.0,30551.71,30567.56,554.7189,246.74323,7543093.2077497
2023-07-02 02:00:00,30567.57,30613.7,30463.16,30542.0,1062.94112,463.0107,14146054.8689541
2023-07-02 03:00:00,30542.0,30552.0,30476.11,30509.31,776.88502,349.23872,10659141.8922471
2023-07-02 04:00:00,30509.3,30539.27,30476.0,30527.67,702.28926,292.20657,8915656.9822805
2023-07-02 05:00:00,30527.67,30553.17,30481.27,30481.27,605.65939,189.46047,5781245.5019773
2023-07-02 06:00:00,30481.27,30515.22,30470.01,30480.0,571.6616,215.55838,6573507.9042785
2023-07-02 07:00:00,30479.99,30517.86,30479.99,30513.01,420.81649,206.36941,6294513.9644691
2023-07-02 08:00:00,30513.01,30552.0,30484.0,30484.01,541.41677,221.82069,6769046.1436089
2023-07-02 09:00:00,30484.01,30547.44,30484.0,30516.81,449.57026,194.10669,5925161.4714784
2023-07-02 10:00:00,30516.81,30537.05,30505.18,30509.99,520.60631,217.16299,6627476.2231389
2023-07-02 11:00:00,30509.99,30544.74,30505.18,30544.74,404.128,198.0413,6045315.3852912
2023-07-02 12:00:00,30544.74,30574.75,30504.0,30525.99,494.33008,191.36858,5845422.1983983
2023-07-02 13:00:00,30525.99,30531.2,30493.61,30517.96,647.14726,289.82748,8843836.93092
2023-07-02 14:00:00,30517.95,30628.0,30488.28,30590.23,1134.65576,520.23091,15894480.0327836
2023-07-02 15:00:00,30590.22,30613.21,30155.0,30498.01,3465.51491,1562.0614,47470692.9805572
2023-07-02 16:00:00,30498.0,30693.14,30478.32,30561.58,1703.07108,749.74269,22930063.3727025
2023-07-02 17:00:00,30561.57,30580.85,30424.92,30441.2,912.06707,375.27269,11449557.3991286
2023-07-02 18:00:00,30441.2,30525.69,30366.65,30523.07,1004.28492,490.5722,14942811.9911347
2023-07-02 19:00:00,30523.07,30559.9,30518.69,30557.74,385.60898,148.28791,4528791.4574622
2023-07-02 20:00:00,30557.74,30621.11,30497.3,30588.47,563.15915,240.11795,7341012.0610474
2023-07-02 21:00:00,30588.46,30614.0,30500.0,30557.44,868.80118,414.6776,12681775.8448595
2023-07-02 22:00:00,30557.44,30791.0,30425.47,30651.29,3585.26104,1938.19643,59379767.6031038
2023-07-02 23:00:00,30651.28,30658.21,30554.22,30617.03,1094.95935,540.00754,16521352.1312272
2023-07-03 00:00:00,30617.02,30688.75,30587.77,30637.99,858.91789,442.68268,13558746.3997322
2023-07-03 01:00:00,30637.98,30756.5,30634.98,30660.86,780.9349,349.31427,10719497.5628193
2023-07-03 02:00:00,30660.86,30783.44,30660.86,30755.0,1124.29728,599.31921,18423711.8470317
2023-07-03 03:00:00,30754.99,30800.01,30750.46,30756.65,853.50208,477.58835,14696985.2115949
2023-07-03 04:00:00,30756.65,30795.8,30668.0,30679.99,1151.41686,543.4565,16699437.5199664
2023-07-03 05:00:00,30679.99,30704.3,30666.52,30673.62,582.41142,237.51578,7288325.7196499
2023-07-03 06:00:00,30673.61,30678.41,30606.0,30651.25,1036.52235,314.50268,9639072.8967167
2023-07-03 07:00:00,30651.25,30759.8,30636.65,30667.19,1758.79639,797.42177,24480783.9001791
2023-07-03 08:00:00,30667.19,30700.92,30599.07,30640.12,1390.90901,522.06202,16001313.6969202
2023-07-03 09:00:00,30640.11,30670.0,30602.29,30610.61,833.62001,307.4971,9424565.5680296
2023-07-03 10:00:00,30610.6,30670.05,30583.01,30640.09,1260.59208,559.7863,17146669.4894761
2023-07-03 11:00:00,30640.09,30676.74,30600.01,30625.22,2166.2016,1022.17484,31321429.649387
2023-07-03 12:00:00,30625.22,30662.44,30570.27,30653.06,1516.36407,794.82977,24334204.6879929
2023-07-03 13:00:00,30653.06,30696.83,30614.07,30653.84,1223.11869,632.36581,19382523.5107643
2023-07-03 14:00:00,30653.83,30755.0,30653.29,30736.27,1500.49084,703.37754,21591726.4616392
2023-07-03 15:00:00,30736.28,31170.0,30736.27,31068.64,7266.78953,3818.08395,118309854.47504
2023-07-03 16:00:00,31068.64,31127.76,30800.8,31042.22,3787.09282,1765.40123,54708466.2733224
2023-07-03 17:00:00,31042.21,31057.86,30915.29,31000.98,1942.13434,826.00323,25597637.3056933
2023-07-03 18:00:00,31000.98,31250.29,30995.77,31199.14,2685.64661,1415.48588,44061898.9385217
2023-07-03 19:00:00,31199.13,31380.0,31126.0,31255.84,4081.81621,2019.03545,63124366.7729684
2023-07-03 20:00:00,31255.83,31299.16,31107.2,31121.18,2019.53291,852.16441,26589217.1770871
2023-07-03 21:00:00,31121.18,31132.0,30900.0,31050.23,2151.49223,1001.44385,31083132.377179
2023-07-03 22:00:00,31050.22,31146.43,31040.9,31120.69,832.04705,422.65339,13143096.6284506
2023-07-03 23:00:00,31120.7,31157.89,31083.91,31156.2,956.99594,461.7773,14372071.3071874
2023-07-04 00:00:00,31156.2,31187.74,31096.48,31112.86,908.49357,395.51613,12316348.4458291
2023-07-04 01:00:00,31112.86,31350.69,31108.56,31288.8,2764.37214,1360.58808,42495822.5650863
2023-07-04 02:00:00,31288.8,31325.76,31200.0,31259.77,1273.7022,602.18512,18823508.5802271
2023-07-04 03:00:00,31259.77,31263.54,31179.09,31195.69,969.0324,367.90129,11487690.7134884
2023-07-04 04:00:00,31195.68,31212.26,31000.0,31058.0,1474.18787,628.5725,19545505.2883769
2023-07-04 05:00:00,31058.01,31090.9,30972.69,30972.7,1164.20649,461.22604,14314486.8418304
2023-07-04 06:00:00,30972.7,31052.91,30879.29,30999.55,2643.33718,946.10408,29296060.1655268
2023-07-04 07:00:00,30999.55,31032.35,30900.48,30911.41,942.33346,399.92566,12386095.9923576
2023-07-04 08:00:00,30911.4,30976.42,30902.01,30930.76,1073.07854,526.19153,16280599.3996768
2023-07-04 09:00:00,30930.75,31045.0,30867.68,31016.91,1326.00863,624.77812,19351591.9846001
2023-07-04 10:00:00,31016.92,31051.92,30946.0,31025.64,1016.22824,461.77166,14319649.9019452
